================================================================
LOSO Sonnet evaluation — starting 2026-05-15 00:28:58
================================================================
PID: 95627
Working dir: /Users/javencao/Library/CloudStorage/GoogleDrive-jacao@ucsd.edu/My Drive/知识库/MyBrain/projects/ece284-llm-ppg
Python: Python 3.14.0
Est cost: ~$6.48, est time: ~5.9 hours
Output: per-subject results/llm_lambda_loso_sonnet_s{1..12}.json
================================================================


[00:28:58] === Subj 1 START ===
  s1 w0: truth=74, pred=75.0, λ=0.20 err=0.6607929515418505
  s3 w65: truth=147, pred=82.5, λ=1.80 err=64.863
  s3 w66: truth=148, pred=82.5, λ=0.80 err=65.16839999999999
  s3 w67: truth=148, pred=82.5, λ=0.60 err=65.9375
  s3 w68: truth=150, pred=82.5, λ=0.60 err=67.02780000000001
  s3 w69: truth=150, pred=82.5, λ=0.60 err=67.9752
  s3 w70: truth=151, pred=82.5, λ=0.60 err=68.7739
  s3 w71: truth=152, pred=82.5, λ=0.60 err=69.58109999999999
  s3 w72: truth=153, pred=82.5, λ=0.60 err=70.23310000000001
  s3 w73: truth=154, pred=82.5, λ=0.70 err=71.03120000000001
  s3 w74: truth=154, pred=82.5, λ=0.60 err=71.1885
  s3 w75: truth=154, pred=82.5, λ=0.50 err=71.03120000000001
  s3 w76: truth=153, pred=75.0, λ=0.30 err=78.06120000000001
  s3 w77: truth=152, pred=52.5, λ=0.40 err=99.41900000000001
  s3 w78: truth=151, pred=150.0, λ=1.00 err=0.7937000000000012
  s3 w79: truth=150, pred=150.0, λ=0.30 err=0.1577000000000055
  s3 w80: truth=149, pred=150.0, λ=0.30 err=0.9413999999999874
  s3 w81: truth=148, pred=150.0, λ=0.30 err=1.5625
  s3 w82: truth=148, pred=150.0, λ=0.30 err=2.484499999999997
  s3 w83: truth=147, pred=142.5, λ=0.30 err=4.079800000000006
  s3 w84: truth=146, pred=142.5, λ=0.30 err=3.1311000000000035
  s3 w85: truth=145, pred=142.5, λ=0.30 err=2.3497999999999877
  s3 w86: truth=144, pred=142.5, λ=0.30 err=1.730799999999988
  s3 w87: truth=144, pred=142.5, λ=0.30 err=1.1492000000000075
  s3 w88: truth=143, pred=142.5, λ=0.30 err=0.508499999999998
  s3 w89: truth=142, pred=142.5, λ=0.30 err=0.6932999999999936
  s3 w90: truth=141, pred=142.5, λ=0.30 err=1.875
  s3 w91: truth=140, pred=142.5, λ=0.30 err=2.543900000000008
  s3 w92: truth=139, pred=142.5, λ=0.30 err=3.6110999999999933
  s3 w93: truth=138, pred=135.0, λ=0.30 err=3.1365000000000123
  s3 w94: truth=137, pred=135.0, λ=0.30 err=1.6559000000000026
  s3 w95: truth=135, pred=135.0, λ=0.30 err=0.4942000000000064
  s3 w96: truth=134, pred=135.0, λ=0.30 err=0.9305999999999983
  s3 w97: truth=133, pred=30.0, λ=0.30 err=103.3682
  s3 w98: truth=133, pred=30.0, λ=1.20 err=102.53639999999999
  s3 w99: truth=131, pred=127.5, λ=0.30 err=3.8078999999999894
  s3 w100: truth=131, pred=127.5, λ=0.30 err=3.076699999999988
  s3 w101: truth=129, pred=127.5, λ=1.20 err=1.671199999999999
  s3 w102: truth=127, pred=127.5, λ=1.80 err=0.24660000000000082
  s3 w103: truth=126, pred=82.5, λ=1.80 err=43.1545
  s3 w104: truth=125, pred=82.5, λ=0.80 err=42.630300000000005
  s3 w105: truth=126, pred=127.5, λ=1.20 err=1.1842000000000041
  s3 w106: truth=129, pred=90.0, λ=0.60 err=39.1712
  s3 w107: truth=132, pred=90.0, λ=0.70 err=42.01320000000001
  s3 w108: truth=134, pred=135.0, λ=1.20 err=1.0714000000000112
  s3 w109: truth=135, pred=135.0, λ=1.80 err=0.3503000000000043
  s3 w110: truth=137, pred=135.0, λ=2.20 err=1.6559000000000026
  s3 w111: truth=138, pred=135.0, λ=2.20 err=2.8958000000000084
  s3 w112: truth=139, pred=142.5, λ=2.20 err=3.155699999999996
  s3 w113: truth=140, pred=142.5, λ=2.20 err=2.0212999999999965
  s3 w114: truth=142, pred=142.5, λ=1.60 err=0.6932999999999936
  s3 w115: truth=143, pred=142.5, λ=1.20 err=0.20609999999999218
  s3 w116: truth=144, pred=142.5, λ=1.20 err=1.1492000000000075
  s3 w117: truth=144, pred=142.5, λ=1.20 err=1.884999999999991
  s3 w118: truth=145, pred=142.5, λ=1.20 err=2.5054000000000087
  s3 w119: truth=145, pred=142.5, λ=0.80 err=2.974099999999993
  s3 w120: truth=146, pred=142.5, λ=1.20 err=3.2882999999999925
  s3 w121: truth=146, pred=90.0, λ=2.20 err=56.45429999999999
  s3 w122: truth=147, pred=150.0, λ=1.20 err=2.941200000000009
  s3 w123: truth=148, pred=150.0, λ=1.80 err=1.8711000000000126
  s3 w124: truth=149, pred=150.0, λ=2.20 err=0.7853000000000065
  s3 w125: truth=151, pred=150.0, λ=2.20 err=1.1134999999999877
  s3 w126: truth=153, pred=150.0, λ=2.20 err=2.8969999999999914
  s3 w127: truth=155, pred=157.5, λ=2.20 err=2.059599999999989
  s3 w128: truth=157, pred=157.5, λ=2.20 err=0.26730000000000587
  s3 w129: truth=159, pred=157.5, λ=2.20 err=1.0623999999999967
  s3 w130: truth=160, pred=157.5, λ=1.60 err=2.2363
  s3 w131: truth=160, pred=157.5, λ=1.20 err=2.585399999999993
  s3 w132: truth=160, pred=157.5, λ=1.20 err=2.9277999999999906
  s3 w133: truth=160, pred=157.5, λ=1.80 err=2.8870000000000005
  s3 w134: truth=160, pred=157.5, λ=1.80 err=2.244400000000013
  s3 w135: truth=159, pred=75.0, λ=1.20 err=83.8983
  s3 w136: truth=158, pred=157.5, λ=0.30 err=0.22870000000000346
  s3 w137: truth=157, pred=157.5, λ=0.30 err=0.43190000000001305
  s3 w138: truth=157, pred=157.5, λ=0.30 err=0.5962000000000103
  s3 w139: truth=157, pred=157.5, λ=0.30 err=0.9238

=== Summary ===
  140 valid windows
  MAE: 19.98 BPM
  API calls: 140
  Tokens — uncached: 22371, cache_write: 0, cache_read: 825720, out: 7076
  Cache hit rate: 97.4%
  Cost: $0.4210 USD
  Saved → results/llm_lambda_loso_sonnet_s3.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[00:51:27] === Subj 3 DONE (exit 0) ===

[00:51:27] === Subj 4 START ===
  s4 w0: truth=83, pred=82.5, λ=0.20 err=0.37290000000000134
  s4 w1: truth=83, pred=82.5, λ=0.30 err=0.008300000000005525
  s4 w2: truth=83, pred=82.5, λ=0.30 err=0.46460000000000434
  s4 w3: truth=86, pred=90.0, λ=0.30 err=4.187600000000003
  s4 w4: truth=87, pred=90.0, λ=0.30 err=2.790700000000001
  s4 w5: truth=88, pred=90.0, λ=0.30 err=2.2339999999999947
  s4 w6: truth=85, pred=90.0, λ=0.30 err=5.123500000000007
  s4 w7: truth=82, pred=90.0, λ=0.30 err=7.763199999999998
  s4 w8: truth=80, pred=45.0, λ=0.30 err=34.87220000000001
  s4 w9: truth=80, pred=75.0, λ=0.30 err=5.213899999999995
  s4 w10: truth=85, pred=37.5, λ=0.30 err=47.43770000000001
  s4 w11: truth=86, pred=30.0, λ=1.00 err=56.477999999999994
  s4 w12: truth=86, pred=37.5, λ=0.30 err=48.3124
  s4 w13: truth=82, pred=82.5, λ=0.30 err=0.5327999999999946
  s4 w14: truth=79, pred=75.0, λ=0.30 err=3.947400000000002
  s4 w15: truth=83, pred=75.0, λ=0.30 err=8.148600000000002
  s4 w16: truth=89, pred=75.0, λ=0.30 err=13.519300000000001
  s4 w17: truth=95, pred=97.5, λ=0.30 err=2.2343999999999937
  s4 w18: truth=100, pred=97.5, λ=1.80 err=2.1932999999999936
  s4 w19: truth=104, pred=105.0, λ=1.80 err=1.3134000000000015
  s4 w20: truth=107, pred=105.0, λ=1.80 err=2.1428999999999974
  s4 w21: truth=111, pred=112.5, λ=1.20 err=1.9736999999999938
  s4 w22: truth=114, pred=112.5, λ=0.90 err=1.1363999999999947
  s4 w23: truth=115, pred=112.5, λ=1.80 err=2.648399999999995
  s4 w24: truth=116, pred=120.0, λ=1.80 err=4.259299999999996
  s4 w25: truth=116, pred=112.5, λ=1.80 err=3.3940000000000055
  s4 w26: truth=116, pred=112.5, λ=1.80 err=3.1388000000000034
  s4 w27: truth=117, pred=120.0, λ=1.80 err=3.2035999999999945
  s4 w28: truth=118, pred=120.0, λ=1.80 err=2.287000000000006
  s4 w29: truth=118, pred=120.0, λ=1.80 err=1.889799999999994
  s4 w30: truth=118, pred=120.0, λ=0.30 err=2.322199999999995
  s4 w31: truth=117, pred=120.0, λ=0.40 err=3.177599999999998
  s4 w32: truth=116, pred=112.5, λ=1.80 err=3.718999999999994
  s4 w33: truth=116, pred=112.5, λ=1.80 err=3.718999999999994
  s4 w34: truth=117, pred=120.0, λ=0.70 err=3.419700000000006
  s4 w35: truth=117, pred=120.0, λ=0.50 err=3.2988
  s4 w36: truth=117, pred=120.0, λ=0.40 err=3.4628000000000014
  s4 w37: truth=116, pred=112.5, λ=0.40 err=3.3940000000000055
  s4 w38: truth=116, pred=112.5, λ=0.30 err=3.6504000000000048
  s4 w39: truth=117, pred=112.5, λ=0.40 err=4.426500000000004
  s4 w40: truth=118, pred=120.0, λ=0.50 err=2.0755000000000052
  s4 w41: truth=119, pred=120.0, λ=0.40 err=1.203800000000001
  s4 w42: truth=119, pred=120.0, λ=0.40 err=0.9523999999999972
  s4 w43: truth=120, pred=120.0, λ=0.30 err=0.19230000000000302
  s4 w44: truth=122, pred=120.0, λ=0.30 err=2.149799999999999
  s4 w45: truth=125, pred=127.5, λ=1.20 err=2.5
  s4 w46: truth=128, pred=127.5, λ=1.20 err=0.15959999999999752
  s4 w47: truth=130, pred=127.5, λ=1.20 err=2.073200000000014
  s4 w48: truth=131, pred=135.0, λ=1.20 err=3.827200000000005
  s4 w49: truth=133, pred=135.0, λ=0.80 err=1.9102000000000032
  s4 w50: truth=135, pred=135.0, λ=1.20 err=0.07939999999999259
  s4 w51: truth=137, pred=135.0, λ=2.20 err=2.0968000000000018
  s4 w52: truth=139, pred=142.5, λ=1.20 err=3.6110999999999933
  s4 w53: truth=140, pred=142.5, λ=1.20 err=2.0815000000000055
  s4 w54: truth=141, pred=142.5, λ=0.80 err=1.1387
  s4 w55: truth=143, pred=142.5, λ=0.80 err=0.05539999999999168
  s4 w56: truth=143, pred=142.5, λ=0.80 err=0.6600999999999999
  s4 w57: truth=144, pred=142.5, λ=1.20 err=1.1169999999999902
  s4 w58: truth=144, pred=142.5, λ=0.80 err=1.5767999999999915
  s4 w59: truth=145, pred=142.5, λ=0.80 err=2.039600000000007
  s4 w60: truth=145, pred=142.5, λ=0.80 err=2.5054000000000087
  s4 w61: truth=145, pred=142.5, λ=1.20 err=2.7598999999999876
  s4 w62: truth=145, pred=142.5, λ=0.80 err=2.9081999999999937
  s4 w63: truth=146, pred=150.0, λ=1.20 err=4.294499999999999
  s4 w64: truth=146, pred=142.5, λ=1.20 err=3.2882999999999925
  s4 w65: truth=146, pred=142.5, λ=1.20 err=3.60390000000001
  s4 w66: truth=147, pred=142.5, λ=1.20 err=4.079800000000006
  s4 w67: truth=148, pred=150.0, λ=1.20 err=2.459000000000003
  s4 w68: truth=149, pred=150.0, λ=1.20 err=0.7853000000000065
  s4 w69: truth=151, pred=150.0, λ=1.20 err=0.7937000000000012
  s4 w70: truth=152, pred=150.0, λ=0.90 err=1.5956999999999937
  s4 w71: truth=153, pred=150.0, λ=0.80 err=3.0612000000000137
  s4 w72: truth=153, pred=150.0, λ=1.20 err=2.9052000000000078
  s4 w73: truth=153, pred=150.0, λ=1.20 err=3.2176000000000045
  s4 w74: truth=153, pred=150.0, λ=1.80 err=2.8969999999999914
  s4 w75: truth=152, pred=150.0, λ=1.20 err=1.9190000000000111
  s4 w76: truth=151, pred=150.0, λ=0.40 err=1.1134999999999877
  s4 w77: truth=150, pred=150.0, λ=0.40 err=0.31510000000000105
  s4 w78: truth=148, pred=150.0, λ=0.40 err=2.1784000000000106
  s4 w79: truth=146, pred=150.0, λ=0.30 err=3.737799999999993
  s4 w80: truth=144, pred=142.5, λ=0.30 err=1.4232000000000085
  s4 w81: truth=143, pred=142.5, λ=0.40 err=0.05539999999999168
  s4 w82: truth=142, pred=142.5, λ=0.40 err=0.3947000000000003
  s4 w83: truth=142, pred=142.5, λ=0.30 err=0.3947000000000003
  s4 w84: truth=143, pred=142.5, λ=0.40 err=0.20609999999999218
  s4 w85: truth=143, pred=142.5, λ=0.30 err=0.35710000000000264
  s4 w86: truth=143, pred=142.5, λ=0.40 err=0.6600999999999999
  s4 w87: truth=143, pred=142.5, λ=0.40 err=0.9644000000000119
  s4 w88: truth=143, pred=142.5, λ=0.40 err=0.35710000000000264
  s4 w89: truth=143, pred=142.5, λ=0.50 err=0.20609999999999218
  s4 w90: truth=142, pred=142.5, λ=0.40 err=0.5441999999999894
  s4 w91: truth=142, pred=142.5, λ=0.30 err=0.8333000000000084
  s4 w92: truth=141, pred=142.5, λ=0.30 err=1.1387
  s4 w93: truth=141, pred=142.5, λ=0.30 err=1.2865999999999929
  s4 w94: truth=141, pred=142.5, λ=0.40 err=1.6160000000000139
  s4 w95: truth=140, pred=142.5, λ=0.30 err=2.8930000000000007
  s4 w96: truth=138, pred=142.5, λ=0.30 err=4.321899999999999
  s4 w97: truth=136, pred=135.0, λ=0.50 err=1.217899999999986
  s4 w98: truth=135, pred=135.0, λ=0.40 err=0.206799999999987
  s4 w99: truth=134, pred=135.0, λ=0.40 err=0.5063000000000102
  s4 w100: truth=135, pred=135.0, λ=0.30 err=0.31989999999998986
  s4 w101: truth=134, pred=135.0, λ=0.30 err=1.0714000000000112
  s4 w102: truth=134, pred=135.0, λ=0.30 err=1.2206999999999937
  s4 w103: truth=134, pred=135.0, λ=0.40 err=0.6480999999999995
  s4 w104: truth=135, pred=135.0, λ=0.40 err=0.36429999999998586
  s4 w105: truth=135, pred=135.0, λ=0.90 err=0.3503000000000043
  s4 w106: truth=136, pred=135.0, λ=0.90 err=0.8148999999999944
  s4 w107: truth=137, pred=135.0, λ=1.20 err=1.8026000000000124
  s4 w108: truth=139, pred=135.0, λ=1.20 err=3.6037000000000035
  s4 w109: truth=141, pred=142.5, λ=1.20 err=1.7283999999999935
  s4 w110: truth=143, pred=142.5, λ=1.20 err=0.6600999999999999
  s4 w111: truth=145, pred=142.5, λ=0.90 err=2.464400000000012
  s4 w112: truth=146, pred=150.0, λ=1.20 err=3.89609999999999
  s4 w113: truth=148, pred=150.0, λ=0.90 err=2.459000000000003
  s4 w114: truth=149, pred=150.0, λ=0.80 err=1.1577000000000055
  s4 w115: truth=151, pred=150.0, λ=0.80 err=0.6341999999999928
  s4 w116: truth=153, pred=150.0, λ=1.20 err=3.0612000000000137
  s4 w117: truth=155, pred=157.5, λ=1.20 err=2.059599999999989
  s4 w118: truth=157, pred=157.5, λ=1.80 err=0.3885999999999967
  s4 w119: truth=160, pred=157.5, λ=1.20 err=2.0745000000000005
  s4 w120: truth=160, pred=157.5, λ=0.70 err=2.9277999999999906
  s4 w121: truth=161, pred=165.0, λ=1.20 err=4.285699999999991
  s4 w122: truth=161, pred=165.0, λ=1.20 err=3.709699999999998
  s4 w123: truth=162, pred=157.5, λ=1.80 err=4.137900000000002
  s4 w124: truth=162, pred=157.5, λ=1.60 err=4.703900000000004
  s4 w125: truth=163, pred=82.5, λ=2.20 err=80.18979999999999
  s4 w126: truth=163, pred=165.0, λ=1.00 err=1.9565000000000055
  s4 w127: truth=164, pred=165.0, λ=1.00 err=1.4231000000000051
  s4 w128: truth=164, pred=165.0, λ=1.80 err=0.9375
  s4 w129: truth=164, pred=165.0, λ=1.80 err=0.9375
  s4 w130: truth=163, pred=165.0, λ=1.20 err=1.618300000000005
  s4 w131: truth=163, pred=165.0, λ=1.20 err=2.4612999999999943
  s4 w132: truth=162, pred=82.5, λ=1.80 err=79.1379
  s4 w133: truth=161, pred=120.0, λ=1.20 err=40.8784
  s4 w134: truth=159, pred=150.0, λ=1.00 err=9.235700000000008
  s4 w135: truth=157, pred=240.0, λ=1.80 err=83.09620000000001
  s4 w136: truth=154, pred=157.5, λ=1.00 err=3.179000000000002
  s4 w137: truth=152, pred=150.0, λ=0.30 err=1.5956999999999937
  s4 w138: truth=150, pred=150.0, λ=0.30 err=0.1577000000000055
  s4 w139: truth=148, pred=150.0, λ=0.30 err=1.8711000000000126
  s4 w140: truth=147, pred=150.0, λ=0.20 err=3.092800000000011
  s4 w141: truth=145, pred=142.5, λ=0.30 err=2.8174999999999955
  s4 w142: truth=145, pred=142.5, λ=0.30 err=2.974099999999993
  s4 w143: truth=146, pred=142.5, λ=0.30 err=3.1311000000000035
  s4 w144: truth=146, pred=150.0, λ=0.30 err=4.2117000000000075
  s4 w145: truth=146, pred=150.0, λ=0.30 err=3.8462000000000103

=== Summary ===
  146 valid windows
  MAE: 5.40 BPM
  API calls: 146
  Tokens — uncached: 23331, cache_write: 0, cache_read: 861108, out: 7032
  Cache hit rate: 97.4%
  Cost: $0.4338 USD
  Saved → results/llm_lambda_loso_sonnet_s4.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[00:58:57] === Subj 4 DONE (exit 0) ===

[00:58:57] === Subj 5 START ===
  s5 w0: truth=110, pred=217.5, λ=0.20 err=107.7821
  s5 w1: truth=110, pred=217.5, λ=0.30 err=107.7027
  s5 w2: truth=112, pred=112.5, λ=0.20 err=0.9166000000000025
  s5 w3: truth=112, pred=112.5, λ=0.30 err=0.9166000000000025
  s5 w4: truth=109, pred=112.5, λ=0.30 err=3.683000000000007
  s5 w5: truth=107, pred=105.0, λ=0.30 err=1.5990000000000038
  s5 w6: truth=104, pred=105.0, λ=0.30 err=1.276600000000002
  s5 w7: truth=105, pred=105.0, λ=0.30 err=0.38630000000000564
  s5 w8: truth=108, pred=105.0, λ=0.30 err=2.802899999999994
  s5 w9: truth=110, pred=45.0, λ=0.30 err=64.6738
  s5 w10: truth=110, pred=75.0, λ=0.30 err=34.603300000000004
  s5 w11: truth=108, pred=37.5, λ=1.00 err=70.7131
  s5 w12: truth=107, pred=52.5, λ=1.00 err=54.0574
  s5 w13: truth=107, pred=105.0, λ=0.20 err=2.033600000000007
  s5 w14: truth=107, pred=105.0, λ=0.30 err=2.4972000000000065
  s5 w15: truth=107, pred=105.0, λ=0.30 err=1.7908000000000044
  s5 w16: truth=104, pred=45.0, λ=0.30 err=58.50320000000001
  s5 w17: truth=101, pred=97.5, λ=0.90 err=3.7373000000000047
  s5 w18: truth=102, pred=105.0, λ=0.30 err=3.119100000000003
  s5 w19: truth=105, pred=105.0, λ=0.30 err=0.38630000000000564
  s5 w20: truth=109, pred=105.0, λ=0.40 err=4.427599999999998
  s5 w21: truth=113, pred=112.5, λ=0.40 err=0.4031999999999982
  s5 w22: truth=116, pred=120.0, λ=0.80 err=4.1059999999999945
  s5 w23: truth=118, pred=120.0, λ=0.40 err=1.889799999999994
  s5 w24: truth=120, pred=120.0, λ=0.50 err=0.31910000000000593
  s5 w25: truth=121, pred=120.0, λ=0.30 err=1.2283999999999935
  s5 w26: truth=123, pred=120.0, λ=0.40 err=2.699399999999997
  s5 w27: truth=124, pred=127.5, λ=0.60 err=3.2763999999999953
  s5 w28: truth=126, pred=127.5, λ=0.50 err=1.316999999999993
  s5 w29: truth=127, pred=127.5, λ=0.50 err=0.3813999999999993
  s5 w30: truth=128, pred=127.5, λ=0.40 err=0.02389999999999759
  s5 w31: truth=127, pred=127.5, λ=0.30 err=0.24660000000000082
  s5 w32: truth=127, pred=127.5, λ=0.40 err=0.515900000000002
  s5 w33: truth=127, pred=127.5, λ=1.00 err=0.515900000000002
  s5 w34: truth=127, pred=127.5, λ=1.00 err=0.515900000000002
  s5 w35: truth=127, pred=127.5, λ=1.00 err=0.7840999999999951
  s5 w36: truth=126, pred=127.5, λ=1.00 err=1.316999999999993
  s5 w37: truth=126, pred=127.5, λ=1.00 err=1.9770000000000039
  s5 w38: truth=125, pred=127.5, λ=1.00 err=2.221599999999995
  s5 w39: truth=125, pred=127.5, λ=1.00 err=2.0819000000000045
  s5 w40: truth=126, pred=127.5, λ=1.00 err=1.5818000000000012
  s5 w41: truth=127, pred=127.5, λ=1.00 err=0.1115000000000066
  s5 w42: truth=130, pred=127.5, λ=1.00 err=2.2050000000000125
  s5 w43: truth=132, pred=135.0, λ=1.00 err=3.2851
  s5 w44: truth=134, pred=135.0, λ=1.00 err=1.211999999999989
  s5 w45: truth=134, pred=135.0, λ=1.00 err=0.5063000000000102
  s5 w46: truth=135, pred=135.0, λ=1.00 err=0.07939999999999259
  s5 w47: truth=135, pred=135.0, λ=1.00 err=0.0636000000000081
  s5 w48: truth=136, pred=135.0, λ=1.00 err=0.7827000000000055
  s5 w49: truth=137, pred=135.0, λ=1.00 err=1.6559000000000026
  s5 w50: truth=138, pred=135.0, λ=1.00 err=3.2863000000000113
  s5 w51: truth=140, pred=142.5, λ=1.00 err=2.3130999999999915
  s5 w52: truth=142, pred=142.5, λ=1.00 err=0.24500000000000455
  s5 w53: truth=144, pred=142.5, λ=1.00 err=1.8769000000000062
  s5 w54: truth=146, pred=150.0, λ=1.00 err=3.5457000000000107
  s5 w55: truth=148, pred=150.0, λ=1.00 err=2.2975999999999885
  s5 w56: truth=150, pred=150.0, λ=1.00 err=0.47219999999998663
  s5 w57: truth=150, pred=150.0, λ=1.00 err=0.3164999999999907
  s5 w58: truth=151, pred=150.0, λ=1.00 err=0.6341999999999928
  s5 w59: truth=151, pred=150.0, λ=1.00 err=1.434599999999989
  s5 w60: truth=152, pred=150.0, λ=1.00 err=2.081099999999992
  s5 w61: truth=152, pred=150.0, λ=1.00 err=2.4063999999999908
  s5 w62: truth=154, pred=150.0, λ=1.00 err=3.5560000000000116
  s5 w63: truth=154, pred=157.5, λ=1.00 err=3.279200000000003
  s5 w64: truth=154, pred=157.5, λ=1.00 err=3.112099999999998
  s5 w65: truth=156, pred=157.5, λ=1.00 err=1.898300000000006
  s5 w66: truth=156, pred=157.5, λ=1.00 err=1.5748000000000104
  s5 w67: truth=157, pred=157.5, λ=1.00 err=0.7601999999999975
  s5 w68: truth=158, pred=157.5, λ=1.00 err=0.9507000000000119
  s5 w69: truth=160, pred=157.5, λ=1.00 err=2.4147000000000105
  s5 w70: truth=161, pred=157.5, λ=1.00 err=3.6170999999999935
  s5 w71: truth=162, pred=82.5, λ=1.00 err=79.7039
  s5 w72: truth=160, pred=157.5, λ=1.00 err=2.0745000000000005
  s5 w73: truth=163, pred=157.5, λ=1.00 err=5.206600000000009
  s5 w74: truth=163, pred=37.5, λ=1.00 err=125.7124
  s5 w75: truth=164, pred=30.0, λ=1.00 err=133.7214
  s5 w76: truth=164, pred=30.0, λ=1.00 err=134.2336
  s5 w77: truth=164, pred=165.0, λ=1.00 err=1.1082000000000107
  s5 w78: truth=163, pred=165.0, λ=1.00 err=2.4612999999999943
  s5 w79: truth=161, pred=157.5, λ=1.00 err=3.0996000000000095
  s5 w80: truth=159, pred=157.5, λ=1.00 err=1.5668000000000006
  s5 w81: truth=158, pred=157.5, λ=1.00 err=0.3947000000000003
  s5 w82: truth=158, pred=157.5, λ=1.00 err=0.3947000000000003
  s5 w83: truth=158, pred=157.5, λ=1.00 err=0.3947000000000003
  s5 w84: truth=158, pred=157.5, λ=1.00 err=0.06299999999998818
  s5 w85: truth=157, pred=157.5, λ=1.00 err=0.7601999999999975
  s5 w86: truth=156, pred=157.5, λ=1.00 err=1.898300000000006
  s5 w87: truth=154, pred=157.5, λ=1.00 err=3.337600000000009
  s5 w88: truth=153, pred=150.0, λ=1.00 err=3.0612000000000137
  s5 w89: truth=152, pred=150.0, λ=1.00 err=1.5956999999999937
  s5 w90: truth=150, pred=150.0, λ=1.00 err=0.47520000000000095
  s5 w91: truth=150, pred=150.0, λ=1.00 err=0.1577000000000055
  s5 w92: truth=149, pred=150.0, λ=1.00 err=0.7853000000000065
  s5 w93: truth=148, pred=150.0, λ=1.00 err=1.5625
  s5 w94: truth=148, pred=150.0, λ=1.00 err=2.1784000000000106
  s5 w95: truth=147, pred=150.0, λ=1.00 err=3.420199999999994
  s5 w96: truth=145, pred=142.5, λ=1.00 err=2.5054000000000087
  s5 w97: truth=144, pred=142.5, λ=1.00 err=1.2700000000000102
  s5 w98: truth=143, pred=142.5, λ=1.00 err=0.05539999999999168
  s5 w99: truth=142, pred=142.5, λ=1.00 err=0.8420999999999879
  s5 w100: truth=140, pred=142.5, λ=1.00 err=2.1673999999999864
  s5 w101: truth=140, pred=142.5, λ=1.00 err=2.8930000000000007
  s5 w102: truth=139, pred=277.5, λ=1.00 err=138.0033
  s5 w103: truth=140, pred=142.5, λ=1.00 err=2.7484000000000037
  s5 w104: truth=141, pred=142.5, λ=1.00 err=1.4342000000000041
  s5 w105: truth=142, pred=142.5, λ=1.00 err=0.9906000000000006
  s5 w106: truth=142, pred=142.5, λ=1.00 err=0.09489999999999554
  s5 w107: truth=143, pred=142.5, λ=1.00 err=0.20609999999999218
  s5 w108: truth=143, pred=142.5, λ=1.00 err=0.6600999999999999
  s5 w109: truth=144, pred=142.5, λ=1.00 err=1.8769000000000062
  s5 w110: truth=145, pred=142.5, λ=1.00 err=2.9081999999999937
  s5 w111: truth=147, pred=150.0, λ=1.00 err=2.6370000000000005
  s5 w112: truth=148, pred=150.0, λ=1.00 err=1.717000000000013
  s5 w113: truth=150, pred=150.0, λ=1.00 err=0.47520000000000095
  s5 w114: truth=151, pred=150.0, λ=1.00 err=1.2738999999999976
  s5 w115: truth=153, pred=150.0, λ=1.00 err=2.5696000000000083
  s5 w116: truth=154, pred=157.5, λ=1.00 err=3.112099999999998
  s5 w117: truth=155, pred=157.5, λ=1.00 err=2.4402000000000044
  s5 w118: truth=157, pred=157.5, λ=1.00 err=0.5962000000000103
  s5 w119: truth=157, pred=157.5, λ=1.00 err=0.43190000000001305
  s5 w120: truth=157, pred=157.5, λ=1.00 err=0.26730000000000587
  s5 w121: truth=158, pred=157.5, λ=1.00 err=0.4738999999999862
  s5 w122: truth=157, pred=157.5, λ=1.00 err=0.10230000000001382
  s5 w123: truth=158, pred=157.5, λ=1.00 err=0.8949000000000069
  s5 w124: truth=159, pred=157.5, λ=1.00 err=1.2301999999999964
  s5 w125: truth=159, pred=157.5, λ=1.00 err=1.5668000000000006
  s5 w126: truth=160, pred=157.5, λ=1.00 err=2.244400000000013
  s5 w127: truth=161, pred=157.5, λ=1.00 err=3.2143000000000086
  s5 w128: truth=162, pred=157.5, λ=1.00 err=4.703900000000004
  s5 w129: truth=165, pred=82.5, λ=1.00 err=82.249
  s5 w130: truth=166, pred=82.5, λ=1.00 err=83.4642
  s5 w131: truth=167, pred=82.5, λ=1.00 err=84.3432
  s5 w132: truth=167, pred=82.5, λ=1.00 err=84.3432
  s5 w133: truth=166, pred=82.5, λ=1.00 err=83.81469999999999
  s5 w134: truth=166, pred=172.5, λ=1.00 err=6.710499999999996
  s5 w135: truth=165, pred=82.5, λ=1.00 err=82.76759999999999
  s5 w136: truth=165, pred=165.0, λ=1.00 err=0.42320000000000846
  s5 w137: truth=164, pred=165.0, λ=1.00 err=1.448599999999999
  s5 w138: truth=163, pred=165.0, λ=1.00 err=2.4612999999999943
  s5 w139: truth=161, pred=165.0, λ=1.00 err=3.709699999999998
  s5 w140: truth=160, pred=157.5, λ=1.00 err=2.561000000000007
  s5 w141: truth=159, pred=157.5, λ=1.00 err=1.2301999999999964
  s5 w142: truth=158, pred=157.5, λ=1.00 err=0.6576000000000022
  s5 w143: truth=158, pred=157.5, λ=1.00 err=0.3947000000000003
  s5 w144: truth=158, pred=157.5, λ=1.00 err=0.06299999999998818
  s5 w145: truth=157, pred=157.5, λ=1.00 err=0.10230000000001382

=== Summary ===
